exam_center,CENTRE CATEGORY,CENTRE POSITION IN ITS CATEGORY(NATIONWISE),CENTRE POSITION IN ITS CATEGORY(REGIONWISE),EXAMINATION CENTRE GPA,EXAMINATION CENTRE REGION,TOTAL PASSED CANDIDATES,REGIST,ABSENT,SAT,WITHHELD,NO-CA,CLEAN,DIV I,DIV II,DIV III,DIV IV,DIV 0
S4592 DAR ES SALAAM ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,475/3488,56/239,3.3235,DAR ES SALAAM,171,178,6,172,0,0,172,1,47,71,52,1
S4593 ITULAHUMBA,CENTRE WITH LESS THAN 40 CANDIDATES,18/1371,2/28,2.3696,NJOMBE,23,23,0,23,0,0,23,6,16,1,0,0
S4596 MKWAMBA,CENTRE WITH LESS THAN 40 CANDIDATES,316/1371,11/39,3.6923,RUKWA,17,18,0,18,0,0,18,0,3,4,10,1
S4597 IKUYU,CENTRE WITH LESS THAN 40 CANDIDATES,991/1371,65/94,4.2190,DODOMA,18,22,0,22,0,0,22,0,0,2,16,4
S4598 MAKOKA,CENTRE WITH 40 CANDIDATES OR MORE,2232/3488,138/239,4.1513,DAR ES SALAAM,206,288,3,285,0,0,285,1,17,42,146,79
S4599 SALE,CENTRE WITH 40 CANDIDATES OR MORE,613/3488,39/173,3.5400,ARUSHA,95,98,0,98,0,0,98,4,17,27,47,3
S4601 ST. FRANCIS OF ASSISI GIRLS',CENTRE WITH 40 CANDIDATES OR MORE,122/3488,4/117,2.3492,DODOMA,124,124,0,124,0,0,124,42,60,21,1,0
S4602 STEVEN KIBONA,CENTRE WITH LESS THAN 40 CANDIDATES,1169/1371,30/36,4.3533,SONGWE,23,38,0,38,0,0,38,0,0,6,17,15
S4603 KILANGALI,CENTRE WITH LESS THAN 40 CANDIDATES,671/1371,35/76,4.0097,MOROGORO,21,23,0,23,0,0,23,0,3,2,16,2
S4607 ITABULYA,CENTRE WITH 40 CANDIDATES OR MORE,1691/3488,113/241,4.0362,MWANZA,50,85,5,80,0,0,80,1,12,13,24,30
S4608 BAMA,CENTRE WITH 40 CANDIDATES OR MORE,381/3488,6/98,3.1625,MANYARA,55,55,0,55,0,0,55,2,18,27,8,0
S4609 KAMACHUMU,CENTRE WITH 40 CANDIDATES OR MORE,2650/3488,167/200,4.2467,KAGERA,58,87,8,79,0,0,79,0,2,9,47,21
S4610 KINANGA,CENTRE WITH 40 CANDIDATES OR MORE,566/3488,14/108,3.4536,SHINYANGA,39,41,1,40,0,0,40,2,4,17,16,1
S4611 SIGNAL,CENTRE WITH 40 CANDIDATES OR MORE,717/3488,34/159,3.6585,MOROGORO,43,43,0,43,0,0,43,2,4,9,28,0
S4612 KINZUDI,CENTRE WITH 40 CANDIDATES OR MORE,2270/3488,145/239,4.1601,DAR ES SALAAM,80,111,0,111,0,0,111,2,3,14,61,31
S4613 MAWAMBALA,CENTRE WITH 40 CANDIDATES OR MORE,832/3488,31/130,3.7441,IRINGA,43,48,0,48,0,0,48,0,9,11,23,5
S4614 KIMAMMPE,CENTRE WITH LESS THAN 40 CANDIDATES,516/1371,14/37,3.9037,MBEYA,14,15,0,15,0,0,15,0,0,6,8,1
S4615 GETAMOCK,CENTRE WITH LESS THAN 40 CANDIDATES,511/1371,25/45,3.9016,ARUSHA,27,32,2,30,0,0,30,0,3,6,18,3
S4616 UCHINDILE,CENTRE WITH LESS THAN 40 CANDIDATES,783/1371,41/76,4.0875,MOROGORO,21,24,0,24,0,0,24,0,2,2,17,3
S4617 BONDWA,CENTRE WITH 40 CANDIDATES OR MORE,2368/3488,95/159,4.1837,MOROGORO,50,64,1,63,0,0,63,0,2,6,42,13
S4619 CALL AND VISION,CENTRE WITH 40 CANDIDATES OR MORE,353/3488,4/99,3.1107,MTWARA,62,62,0,62,0,0,62,0,22,32,8,0
S4620 HERRING CHRISTIAN,CENTRE WITH LESS THAN 40 CANDIDATES,44/1371,2/37,2.7855,MBEYA,30,30,0,30,0,0,30,3,15,9,3,0
S4621 MKIU,CENTRE WITH 40 CANDIDATES OR MORE,1485/3488,45/115,3.9905,PWANI,33,41,1,40,0,0,40,0,4,8,21,7
S4622 ST LUKE,CENTRE WITH LESS THAN 40 CANDIDATES,1299/1371,71/74,4.4935,RUVUMA,11,17,0,17,0,0,17,0,0,0,11,6
S4623 ST JAMES KILOLO,CENTRE WITH 40 CANDIDATES OR MORE,164/3488,7/130,2.5508,IRINGA,58,60,2,58,0,0,58,15,25,18,0,0
S4624 PREMIER GIRLS,CENTRE WITH 40 CANDIDATES OR MORE,157/3488,13/115,2.5327,PWANI,68,68,0,68,0,0,68,16,35,14,3,0
S4628 JIFUNZENI,CENTRE WITH 40 CANDIDATES OR MORE,340/3488,15/174,3.0785,MBEYA,120,120,0,120,0,0,120,11,30,54,25,0
S4630 LUBILI,CENTRE WITH 40 CANDIDATES OR MORE,1971/3488,142/241,4.0974,MWANZA,40,57,1,56,0,0,56,0,4,11,25,16
S4631 KAIZIREGE,CENTRE WITH 40 CANDIDATES OR MORE,55/3488,4/200,2.0361,KAGERA,201,201,0,201,0,0,201,125,66,8,2,0
S4633 SINAI,CENTRE WITH 40 CANDIDATES OR MORE,950/3488,59/174,3.8057,MBEYA,53,63,1,62,0,0,62,0,7,20,26,9
S4634 MBOPO,CENTRE WITH 40 CANDIDATES OR MORE,859/3488,83/239,3.7578,DAR ES SALAAM,69,71,1,70,0,0,70,2,7,9,51,1
S4635 QANGDEND,CENTRE WITH LESS THAN 40 CANDIDATES,1267/1371,44/45,4.4498,ARUSHA,18,35,1,34,0,0,34,0,1,2,15,16
S4637 MATOSA,CENTRE WITH 40 CANDIDATES OR MORE,2692/3488,174/239,4.2584,DAR ES SALAAM,117,147,0,147,0,0,147,0,1,14,102,30
S4638 ANGEL HOUSE,CENTRE WITH 40 CANDIDATES OR MORE,385/3488,10/157,3.1761,MARA,94,94,0,94,0,0,94,4,30,39,21,0
S4640 MLEWA,CENTRE WITH 40 CANDIDATES OR MORE,3183/3488,94/98,4.3966,SINGIDA,36,63,2,61,0,0,61,0,3,2,31,25
S4642 NYAMAHANGA,CENTRE WITH 40 CANDIDATES OR MORE,699/3488,50/200,3.6417,KAGERA,43,43,0,43,0,0,43,1,7,10,25,0
S4643 GABULANGA,CENTRE WITH 40 CANDIDATES OR MORE,2461/3488,150/200,4.2016,KAGERA,71,85,0,85,0,0,85,0,2,11,58,14
S4644 JKU,CENTRE WITH 40 CANDIDATES OR MORE,403/3488,8/57,3.1912,MJINI MAGHARIBI,130,131,1,130,0,0,130,7,42,46,35,0
S4645 ALLIANCE BOYS',CENTRE WITH 40 CANDIDATES OR MORE,47/3488,7/241,1.9921,MWANZA,42,42,0,42,0,0,42,23,19,0,0,0
S4648 ST. THADEUS,CENTRE WITH 40 CANDIDATES OR MORE,480/3488,32/173,3.3256,ARUSHA,56,57,1,56,0,0,56,0,12,28,16,0
S4650 UTWANGO,CENTRE WITH LESS THAN 40 CANDIDATES,571/1371,24/74,3.9375,RUVUMA,29,32,0,32,0,0,32,0,2,8,19,3
S4654 MWALIKO,CENTRE WITH LESS THAN 40 CANDIDATES,471/1371,17/74,3.8699,RUVUMA,28,28,0,28,0,0,28,0,2,4,22,0
S4655 IHANGA,CENTRE WITH 40 CANDIDATES OR MORE,1560/3488,103/174,4.0108,MBEYA,100,127,3,124,0,0,124,0,8,24,68,24
S4657 GREENLIGHT,CENTRE WITH 40 CANDIDATES OR MORE,209/3488,26/239,2.7074,DAR ES SALAAM,49,51,2,49,0,0,49,10,24,9,6,0
S4658 SAKAMBONA,CENTRE WITH 40 CANDIDATES OR MORE,779/3488,43/174,3.7151,MBEYA,68,76,2,74,1,0,73,1,12,23,32,5
S4659 SHANWE,CENTRE WITH 40 CANDIDATES OR MORE,3163/3488,29/29,4.3875,KATAVI,70,129,2,127,0,0,127,0,5,10,55,57
S4660 MT.MASUSA,CENTRE WITH LESS THAN 40 CANDIDATES,485/1371,15/28,3.8808,NJOMBE,30,32,2,30,0,0,30,0,2,7,21,0
S4661 KAJUMULO ALEXANDER GIRLS',CENTRE WITH LESS THAN 40 CANDIDATES,42/1371,1/41,2.7654,KAGERA,36,36,0,36,0,0,36,4,17,13,2,0
S4662 KASEKE,CENTRE WITH LESS THAN 40 CANDIDATES,828/1371,40/58,4.1215,KIGOMA,26,35,1,34,0,0,34,0,3,4,19,8
S4663 MSAMBWENI,CENTRE WITH 40 CANDIDATES OR MORE,2042/3488,72/188,4.1129,TANGA,76,104,2,102,0,0,102,1,7,17,51,26
S4664 LUNA,CENTRE WITH 40 CANDIDATES OR MORE,2641/3488,81/115,4.2449,RUVUMA,54,72,2,70,0,0,70,0,1,10,43,16
S4665 SKILLPATH,CENTRE WITH 40 CANDIDATES OR MORE,154/3488,3/115,2.5227,RUVUMA,42,43,1,42,0,0,42,9,20,11,2,0
S4666 MISUNKUMILO,CENTRE WITH 40 CANDIDATES OR MORE,755/3488,3/29,3.6875,KATAVI,61,70,2,68,0,0,68,0,12,17,32,7
S4671 MAHANJE,CENTRE WITH LESS THAN 40 CANDIDATES,610/1371,25/74,3.9606,RUVUMA,32,35,0,35,0,0,35,0,3,4,25,3
S4672 HEZYA,CENTRE WITH LESS THAN 40 CANDIDATES,1066/1371,24/36,4.2705,SONGWE,27,39,0,39,0,0,39,0,3,4,20,12
S4673 WESTERN TANGANYIKA,CENTRE WITH 40 CANDIDATES OR MORE,1422/3488,61/113,3.9731,KIGOMA,73,80,2,78,0,0,78,0,3,16,54,5
S4674 UTENDE,CENTRE WITH LESS THAN 40 CANDIDATES,239/1371,3/8,3.5475,KATAVI,23,29,1,28,0,0,28,2,8,3,10,5
S4675 HOJA,CENTRE WITH 40 CANDIDATES OR MORE,704/3488,20/115,3.6486,RUVUMA,63,67,3,64,0,0,64,0,9,18,36,1
S4676 CHIWALE DAY,CENTRE WITH 40 CANDIDATES OR MORE,1912/3488,34/99,4.0864,MTWARA,39,48,1,47,0,0,47,0,4,5,30,8
S4678 MWEDO GIRLS,CENTRE WITH LESS THAN 40 CANDIDATES,186/1371,17/45,3.4111,ARUSHA,30,30,0,30,0,0,30,0,8,11,11,0
S4679 NKOMOLO,CENTRE WITH 40 CANDIDATES OR MORE,1457/3488,23/51,3.9837,RUKWA,84,105,7,98,0,0,98,0,11,11,62,14
S4680 MKANGALE,CENTRE WITH 40 CANDIDATES OR MORE,2546/3488,45/51,4.2238,RUKWA,51,77,7,70,0,0,70,0,1,11,39,19
S4681 KIBWEGERE,CENTRE WITH 40 CANDIDATES OR MORE,2316/3488,150/239,4.1717,DAR ES SALAAM,36,44,0,44,0,0,44,0,2,5,29,8
S4683 MKALALA,CENTRE WITH 40 CANDIDATES OR MORE,1949/3488,77/130,4.0934,IRINGA,60,72,0,72,0,0,72,0,6,7,47,12
S4684 NAR,CENTRE WITH LESS THAN 40 CANDIDATES,788/1371,39/52,4.0901,MANYARA,24,30,0,30,0,0,30,0,2,5,17,6
S4685 TIMBOLO BAPTIST,CENTRE WITH LESS THAN 40 CANDIDATES,703/1371,34/45,4.0333,ARUSHA,22,26,0,26,1,0,25,0,1,5,16,3
S4686 BWAKIRA JUU,CENTRE WITH LESS THAN 40 CANDIDATES,1216/1371,67/76,4.3995,MOROGORO,8,12,0,12,0,0,12,0,0,1,7,4
S4691 KIZOMLA,CENTRE WITH LESS THAN 40 CANDIDATES,1230/1371,42/47,4.4064,PWANI,8,13,0,13,0,0,13,0,0,1,7,5
S4693 MBALAWALA,CENTRE WITH LESS THAN 40 CANDIDATES,869/1371,54/94,4.1528,DODOMA,10,16,0,16,0,0,16,0,3,1,6,6
S4696 PELAZIA,CENTRE WITH 40 CANDIDATES OR MORE,826/3488,25/157,3.7401,MARA,64,67,2,65,0,0,65,0,10,8,46,1
S4697 KILINDI,CENTRE WITH 40 CANDIDATES OR MORE,3410/3488,171/188,4.5345,TANGA,36,77,3,74,0,0,74,0,0,7,29,38
S4698 KORIDO,CENTRE WITH LESS THAN 40 CANDIDATES,1175/1371,63/74,4.3596,RUVUMA,17,30,1,29,0,0,29,0,0,4,13,12
S4699 MUHUWESI SEMINARY,CENTRE WITH LESS THAN 40 CANDIDATES,166/1371,5/74,3.3656,RUVUMA,32,32,0,32,0,0,32,1,8,12,11,0
S4700 LOUIS MONTFORT,CENTRE WITH 40 CANDIDATES OR MORE,211/3488,27/239,2.7083,DAR ES SALAAM,42,42,0,42,0,0,42,6,21,12,3,0
S4701 LIKUNJA,CENTRE WITH 40 CANDIDATES OR MORE,2735/3488,22/45,4.2669,LINDI,38,51,1,50,0,0,50,1,1,3,33,12
S4702 LUGURUNI,CENTRE WITH 40 CANDIDATES OR MORE,3072/3488,206/239,4.3601,DAR ES SALAAM,59,89,6,83,0,0,83,0,2,4,53,24
S4703 MABILIONI,CENTRE WITH 40 CANDIDATES OR MORE,1920/3488,158/270,4.0881,KILIMANJARO,57,81,4,77,0,0,77,1,6,10,40,20
S4704 NAMWINYU,CENTRE WITH 40 CANDIDATES OR MORE,1642/3488,48/115,4.0267,RUVUMA,37,43,3,40,0,0,40,0,0,10,27,3
S4705 FRAY LUIS AMIGO,CENTRE WITH LESS THAN 40 CANDIDATES,13/1371,4/62,2.2647,DAR ES SALAAM,38,38,0,38,0,0,38,16,16,6,0,0
S4706 FAMGI,CENTRE WITH 40 CANDIDATES OR MORE,120/3488,12/241,2.3383,MWANZA,56,56,0,56,0,0,56,17,25,14,0,0
S4707 ZANKA,CENTRE WITH LESS THAN 40 CANDIDATES,793/1371,45/94,4.0960,DODOMA,28,33,0,33,0,0,33,0,2,5,21,5
S4708 IKOBE,CENTRE WITH 40 CANDIDATES OR MORE,1082/3488,32/95,3.8576,GEITA,37,44,1,43,0,0,43,1,2,12,22,6
S4709 LA MIRIAM,CENTRE WITH LESS THAN 40 CANDIDATES,15/1371,3/76,2.2763,MOROGORO,32,32,0,32,0,0,32,10,21,1,0,0
S4710 ENDAMANANG',CENTRE WITH 40 CANDIDATES OR MORE,1011/3488,38/98,3.8323,MANYARA,48,57,1,56,0,0,56,2,6,12,28,8
S4711 KIDAHWE,CENTRE WITH LESS THAN 40 CANDIDATES,355/1371,15/58,3.7468,KIGOMA,27,28,0,28,0,0,28,0,2,10,15,1
S4712 KAPUYA,CENTRE WITH 40 CANDIDATES OR MORE,622/3488,16/98,3.5554,TABORA,66,69,2,67,0,0,67,3,12,14,37,1
S4713 ANNA MAGOWA,CENTRE WITH 40 CANDIDATES OR MORE,2494/3488,18/45,4.2098,LINDI,29,40,0,40,0,0,40,0,3,5,21,11
S4714 KIHITU,CENTRE WITH LESS THAN 40 CANDIDATES,813/1371,25/92,4.1114,TANGA,28,31,2,29,0,0,29,0,0,3,25,1
S4715 KETEWAKA,CENTRE WITH LESS THAN 40 CANDIDATES,324/1371,11/28,3.7026,NJOMBE,19,19,0,19,0,0,19,0,4,2,13,0
S4716 ITONGO,CENTRE WITH 40 CANDIDATES OR MORE,2103/3488,125/200,4.1253,KAGERA,62,78,1,77,0,0,77,1,4,8,49,15
S4717 NANGAYA,CENTRE WITH 40 CANDIDATES OR MORE,1074/3488,16/99,3.8545,MTWARA,41,49,0,49,0,0,49,2,5,8,26,8
S4718 RAUDHA ACADEMY,CENTRE WITH 40 CANDIDATES OR MORE,910/3488,19/57,3.7835,MJINI MAGHARIBI,46,46,0,46,0,0,46,0,2,15,29,0
S4719 ST. ALOIS,CENTRE WITH LESS THAN 40 CANDIDATES,60/1371,3/28,2.8852,NJOMBE,30,30,0,30,0,0,30,3,14,9,4,0
S4721 KISHISHA,CENTRE WITH 40 CANDIDATES OR MORE,1807/3488,149/270,4.0641,KILIMANJARO,29,40,0,40,0,0,40,0,4,6,19,11
S4722 KIGONSERA CATECHISTS,CENTRE WITH 40 CANDIDATES OR MORE,963/3488,27/115,3.8132,RUVUMA,52,55,0,55,0,0,55,1,8,8,35,3
S4723 GRACEMESAKI,CENTRE WITH LESS THAN 40 CANDIDATES,387/1371,13/60,3.7860,SINGIDA,27,29,2,27,0,0,27,0,5,4,18,0
S4724 NGANGWE,CENTRE WITH 40 CANDIDATES OR MORE,2912/3488,120/130,4.3080,IRINGA,45,72,0,72,0,0,72,0,5,4,36,27
S4725 MAKWEMA,CENTRE WITH 40 CANDIDATES OR MORE,1447/3488,56/130,3.9803,IRINGA,43,48,0,48,0,0,48,0,3,9,31,5
S4726 BUTOBELA,CENTRE WITH LESS THAN 40 CANDIDATES,863/1371,11/14,4.1500,GEITA,25,35,0,35,0,0,35,0,1,8,16,10
S4727 UTWARI,CENTRE WITH 40 CANDIDATES OR MORE,809/3488,25/98,3.7299,MANYARA,40,45,2,43,0,0,43,1,6,10,23,3
S4728 KIBOGWA,CENTRE WITH LESS THAN 40 CANDIDATES,1354/1371,76/76,4.6242,MOROGORO,8,17,0,17,0,0,17,0,0,0,8,9
S4729 MUSASA,CENTRE WITH 40 CANDIDATES OR MORE,756/3488,13/95,3.6897,GEITA,78,84,2,82,0,0,82,2,10,20,46,4
S4730 BWEFUM,CENTRE WITH LESS THAN 40 CANDIDATES,1294/1371,23/23,4.4896,MJINI MAGHARIBI,13,21,0,21,0,0,21,0,0,1,12,8
S4731 MAUNGANI,CENTRE WITH LESS THAN 40 CANDIDATES,1161/1371,20/23,4.3390,MJINI MAGHARIBI,30,39,0,39,0,0,39,0,2,0,28,9
S4732 CHONAMA,CENTRE WITH LESS THAN 40 CANDIDATES,338/1371,6/94,3.7199,DODOMA,18,19,1,18,0,0,18,0,3,3,12,0
S4733 ST MARGARET MARIA ALAKOK GIRLS,CENTRE WITH 40 CANDIDATES OR MORE,155/3488,4/98,2.5254,TABORA,98,99,1,98,0,0,98,19,61,18,0,0
S4734 LAIKALA,CENTRE WITH LESS THAN 40 CANDIDATES,640/1371,32/94,3.9826,DODOMA,16,18,1,17,0,0,17,0,0,4,12,1
S4735 IBWAGA,CENTRE WITH LESS THAN 40 CANDIDATES,539/1371,21/94,3.9180,DODOMA,18,20,1,19,0,0,19,0,1,5,12,1
S4736 NDALIBO,CENTRE WITH LESS THAN 40 CANDIDATES,1059/1371,71/94,4.2639,DODOMA,14,24,4,20,0,0,20,0,0,3,11,6
S4737 SETH BENJAMIN,CENTRE WITH LESS THAN 40 CANDIDATES,708/1371,28/60,4.0357,SINGIDA,13,15,1,14,0,0,14,0,0,4,9,1
S4738 NEW  KIOMBOI,CENTRE WITH 40 CANDIDATES OR MORE,1262/3488,32/98,3.9207,SINGIDA,75,91,1,90,0,0,90,1,11,11,52,15
S4739 SULLIVAN PROVOST BOYS,CENTRE WITH LESS THAN 40 CANDIDATES,47/1371,1/47,2.7983,PWANI,16,16,0,16,0,0,16,2,7,6,1,0
S4740 ST STEPHEN BOYS,CENTRE WITH 40 CANDIDATES OR MORE,142/3488,19/270,2.4519,KILIMANJARO,112,112,0,112,0,0,112,28,64,16,4,0
S4741 DIPLOMAT,CENTRE WITH 40 CANDIDATES OR MORE,977/3488,69/241,3.8200,MWANZA,63,65,0,65,0,0,65,2,2,18,41,2
S4742 LUANA,CENTRE WITH LESS THAN 40 CANDIDATES,1086/1371,24/28,4.2841,NJOMBE,22,31,0,31,0,0,31,0,1,3,18,9
S4743 LOIBORSIRET,CENTRE WITH LESS THAN 40 CANDIDATES,878/1371,44/52,4.1560,MANYARA,20,27,1,26,0,0,26,0,0,7,13,6
S4744 MAKONDE,CENTRE WITH 40 CANDIDATES OR MORE,3058/3488,86/89,4.3560,NJOMBE,40,64,0,64,2,0,62,0,1,4,35,22
S4745 MAMBOYA,CENTRE WITH LESS THAN 40 CANDIDATES,1250/1371,70/76,4.4286,MOROGORO,6,8,0,8,0,0,8,0,0,0,6,2
S4747 CHAMAZI MIFE,CENTRE WITH LESS THAN 40 CANDIDATES,598/1371,34/62,3.9563,DAR ES SALAAM,19,23,1,22,0,0,22,0,3,2,14,3
S4748 KING'S VISION,CENTRE WITH 40 CANDIDATES OR MORE,1071/3488,93/239,3.8527,DAR ES SALAAM,52,59,0,59,0,0,59,0,6,16,30,7
S4749 MBWARA,CENTRE WITH LESS THAN 40 CANDIDATES,1130/1371,40/47,4.3152,PWANI,19,23,0,23,0,0,23,0,0,1,18,4
S4750 KIKALE,CENTRE WITH LESS THAN 40 CANDIDATES,1015/1371,35/47,4.2333,PWANI,19,24,2,22,0,0,22,0,0,1,18,3
S4751 NARWI,CENTRE WITH 40 CANDIDATES OR MORE,2442/3488,72/115,4.1979,RUVUMA,43,55,1,54,0,0,54,1,1,5,36,11
S4752 CHANYANGABWA,CENTRE WITH 40 CANDIDATES OR MORE,2585/3488,162/200,4.2323,KAGERA,28,50,2,48,0,0,48,1,2,9,16,20
S4753 KITWECHENKURA,CENTRE WITH 40 CANDIDATES OR MORE,2479/3488,153/200,4.2055,KAGERA,45,63,0,63,0,0,63,0,4,7,34,18
S4754 NGORONGO,CENTRE WITH LESS THAN 40 CANDIDATES,957/1371,30/47,4.1996,PWANI,24,32,1,31,0,0,31,0,0,7,17,7
S4756 NYAMISATI,CENTRE WITH LESS THAN 40 CANDIDATES,818/1371,28/47,4.1159,PWANI,34,39,0,39,0,0,39,0,3,3,28,5
S4757 RUKURAIJO,CENTRE WITH 40 CANDIDATES OR MORE,2777/3488,175/200,4.2756,KAGERA,66,84,0,84,0,0,84,0,1,5,60,18
S4758 UNAMBWE,CENTRE WITH 40 CANDIDATES OR MORE,657/3488,41/173,3.5932,ARUSHA,96,103,1,102,0,0,102,3,21,26,46,6
S4759 HEBRON,CENTRE WITH 40 CANDIDATES OR MORE,533/3488,36/173,3.4008,ARUSHA,65,66,0,66,0,0,66,1,19,21,24,1
S4760 MSISI JUU,CENTRE WITH LESS THAN 40 CANDIDATES,812/1371,48/94,4.1109,DODOMA,27,36,1,35,0,0,35,0,1,5,21,8
S4761 RIFT VALLEY BABATI,CENTRE WITH LESS THAN 40 CANDIDATES,102/1371,2/52,3.1532,MANYARA,35,36,1,35,0,0,35,0,14,14,7,0
S4762 LIKOKONA,CENTRE WITH LESS THAN 40 CANDIDATES,612/1371,7/47,3.9613,MTWARA,26,35,6,29,0,0,29,1,1,5,19,3
S4763 LUMESULE,CENTRE WITH LESS THAN 40 CANDIDATES,829/1371,16/47,4.1216,MTWARA,21,23,0,23,0,0,23,0,1,1,19,2
S4764 KABWOBA,CENTRE WITH 40 CANDIDATES OR MORE,589/3488,40/200,3.4937,KAGERA,47,47,0,47,0,0,47,0,14,11,22,0
S4765 MAMNDIMKONGO,CENTRE WITH LESS THAN 40 CANDIDATES,996/1371,33/47,4.2216,PWANI,24,33,1,32,0,0,32,0,1,4,19,8
S4766 ST.PETER'S,CENTRE WITH 40 CANDIDATES OR MORE,736/3488,21/98,3.6763,TABORA,82,85,0,85,0,0,85,1,11,26,44,3
S4767 WAWETU ELISHADDAI,CENTRE WITH LESS THAN 40 CANDIDATES,207/1371,10/47,3.4681,PWANI,22,23,0,23,0,0,23,0,3,14,5,1
S4768 KISIJU PWANI,CENTRE WITH LESS THAN 40 CANDIDATES,765/1371,25/47,4.0708,PWANI,25,27,0,27,0,0,27,0,1,5,19,2
S4769 ST. CECILIA,CENTRE WITH 40 CANDIDATES OR MORE,395/3488,29/200,3.1841,KAGERA,105,106,1,105,0,0,105,5,24,58,18,0
S4770 DUNDANI,CENTRE WITH 40 CANDIDATES OR MORE,2979/3488,86/115,4.3285,PWANI,44,73,0,73,0,0,73,2,5,2,35,29
S4771 APEX,CENTRE WITH 40 CANDIDATES OR MORE,387/3488,28/200,3.1777,KAGERA,72,73,1,72,0,0,72,3,22,30,17,0
S4772 LWANDE,CENTRE WITH LESS THAN 40 CANDIDATES,1298/1371,79/92,4.4926,TANGA,18,34,4,30,0,0,30,0,0,2,16,12
S4773 MASAGALU,CENTRE WITH LESS THAN 40 CANDIDATES,1300/1371,80/92,4.4947,TANGA,18,38,3,35,0,0,35,0,1,1,16,17
S4774 BERNARD MEMBE,CENTRE WITH 40 CANDIDATES OR MORE,3405/3488,170/188,4.5291,TANGA,21,43,0,43,0,0,43,0,0,3,18,22
S4775 PRINCE CLAUS,CENTRE WITH 40 CANDIDATES OR MORE,3352/3488,164/188,4.4860,TANGA,21,45,1,44,0,0,44,0,2,3,16,23
S4776 LUNGUZA,CENTRE WITH 40 CANDIDATES OR MORE,2121/3488,78/188,4.1295,TANGA,32,41,1,40,0,0,40,0,1,5,26,8
S4777 NDURUMO,CENTRE WITH LESS THAN 40 CANDIDATES,1268/1371,73/92,4.4509,TANGA,17,27,1,26,0,0,26,0,0,1,16,9
S4778 KIZIMBA,CENTRE WITH 40 CANDIDATES OR MORE,1886/3488,65/188,4.0808,TANGA,45,52,1,51,0,0,51,0,6,4,35,6
S4779 ILINDI,CENTRE WITH LESS THAN 40 CANDIDATES,864/1371,53/94,4.1500,DODOMA,9,10,0,10,0,0,10,0,0,2,7,1
S4780 HAWA MCHOPA,CENTRE WITH 40 CANDIDATES OR MORE,3043/3488,28/45,4.3515,LINDI,26,42,0,42,0,0,42,0,1,4,21,16
S4781 MKUWANI,CENTRE WITH 40 CANDIDATES OR MORE,3047/3488,99/115,4.3528,RUVUMA,52,67,0,67,0,0,67,0,1,2,49,15
S4782 KANDAGA,CENTRE WITH LESS THAN 40 CANDIDATES,1285/1371,55/58,4.4758,KIGOMA,17,32,1,31,0,0,31,0,0,2,15,14
S4783 MAGAGA,CENTRE WITH LESS THAN 40 CANDIDATES,547/1371,22/94,3.9219,DODOMA,15,21,0,21,0,0,21,0,4,3,8,6
S4785 KIRANDO,CENTRE WITH 40 CANDIDATES OR MORE,3139/3488,51/51,4.3804,RUKWA,56,101,2,99,2,0,97,0,1,9,46,41
S4786 NKANGAMO,CENTRE WITH LESS THAN 40 CANDIDATES,885/1371,21/36,4.1620,SONGWE,21,23,0,23,0,0,23,0,0,2,19,2
S4787 OASIS,CENTRE WITH LESS THAN 40 CANDIDATES,300/1371,8/30,3.6702,SHINYANGA,30,31,0,31,0,0,31,1,3,8,18,1
S4788 SINDENI,CENTRE WITH 40 CANDIDATES OR MORE,3378/3488,167/188,4.5037,TANGA,25,49,2,47,0,0,47,0,0,3,22,22
S4789 KIVA,CENTRE WITH 40 CANDIDATES OR MORE,2219/3488,85/188,4.1482,TANGA,49,58,2,56,0,0,56,0,0,7,42,7
S4790 KANG'ATA,CENTRE WITH 40 CANDIDATES OR MORE,1233/3488,45/188,3.9131,TANGA,40,43,0,43,0,0,43,0,2,7,31,3
S4791 MSAJE,CENTRE WITH 40 CANDIDATES OR MORE,3347/3488,163/188,4.4829,TANGA,25,53,0,53,0,0,53,1,1,1,22,28
S4792 KONJE,CENTRE WITH 40 CANDIDATES OR MORE,2673/3488,113/188,4.2534,TANGA,33,46,1,45,0,0,45,0,3,3,27,12
S4793 KOMSANGA,CENTRE WITH LESS THAN 40 CANDIDATES,848/1371,31/92,4.1366,TANGA,16,19,0,19,0,0,19,0,2,0,14,3
S4794 MWANKULWE,CENTRE WITH 40 CANDIDATES OR MORE,2694/3488,206/241,4.2592,MWANZA,32,46,1,45,0,0,45,0,0,6,26,13
S4795 LYANIKA,CENTRE WITH LESS THAN 40 CANDIDATES,35/1371,4/32,2.7087,IRINGA,37,37,0,37,0,0,37,2,24,11,0,0
S4796 ST. CLARE BIHARAMULO GIRLS,CENTRE WITH 40 CANDIDATES OR MORE,98/3488,7/200,2.2750,KAGERA,48,48,0,48,0,0,48,17,27,4,0,0
S4798 SHISYETE,CENTRE WITH LESS THAN 40 CANDIDATES,407/1371,9/37,3.8081,MBEYA,23,28,0,28,0,0,28,0,5,6,12,5
S4799 MTWARA ISLAMIC,CENTRE WITH 40 CANDIDATES OR MORE,651/3488,8/99,3.5848,MTWARA,138,139,1,138,0,0,138,1,21,49,67,0
